Make,Model,Variant,Seating_Capacity,Fuel_Type,City_Mileage,Combined_Name
Mahindra,Tuv300 Plus,P6,9,Diesel,18.49,Mahindra Tuv300 Plus P6
Mahindra,Tuv300 Plus,P8,9,Diesel,18.49,Mahindra Tuv300 Plus P8
Mahindra,Marazzo,M2 7 Str,7,Diesel,6.7,Mahindra Marazzo M2 7 Str
Mahindra,Marazzo,M4 7 Str,7,Diesel,6.7,Mahindra Marazzo M4 7 Str
Mahindra,Marazzo,M6 7 Str,7,Diesel,6.7,Mahindra Marazzo M6 7 Str
Mahindra,Marazzo,M8 7 Str,7,Diesel,6.7,Mahindra Marazzo M8 7 Str
Mahindra,Marazzo,M2 8 Str,8,Diesel,6.7,Mahindra Marazzo M2 8 Str
Mahindra,Marazzo,M4 8 Str,8,Diesel,6.7,Mahindra Marazzo M4 8 Str
Mahindra,Marazzo,M6 8 Str,8,Diesel,6.7,Mahindra Marazzo M6 8 Str
Mahindra,Marazzo,M8 8 Str,8,Diesel,6.7,Mahindra Marazzo M8 8 Str
Mahindra,Scorpio,S3 2Wd,9,Diesel,11.5,Mahindra Scorpio S3 2Wd
Mahindra,Scorpio,4Wd Getaway,5,Diesel,8.1,Mahindra Scorpio 4Wd Getaway
Mahindra,Scorpio,2Wd Getaway,5,Diesel,9.4,Mahindra Scorpio 2Wd Getaway
Mahindra,Scorpio,S5 2Wd,9,Diesel,11.5,Mahindra Scorpio S5 2Wd
Mahindra,Scorpio,S7 120 2Wd,9,Diesel,11.5,Mahindra Scorpio S7 120 2Wd
Mahindra,Scorpio,S7 140 2Wd,9,Diesel,11.5,Mahindra Scorpio S7 140 2Wd
Mahindra,Scorpio,S11 2Wd,9,Diesel,11.5,Mahindra Scorpio S11 2Wd
Mahindra,Scorpio,S11 4Wd,9,Diesel,11.5,Mahindra Scorpio S11 4Wd
Mahindra,Scorpio,S9 2Wd,9,Diesel,11.5,Mahindra Scorpio S9 2Wd
Skoda,Monte Carlo,Monte Carlo 1.5 Tdi At,5,Diesel,18.0,Skoda Monte Carlo Monte Carlo 1.5 Tdi At
Skoda,Monte Carlo,Monte Carlo 1.6 Mpi At,5,Petrol,12.0,Skoda Monte Carlo Monte Carlo 1.6 Mpi At
Skoda,Monte Carlo,Monte Carlo 1.5 Tdi Mt,5,Diesel,18.0,Skoda Monte Carlo Monte Carlo 1.5 Tdi Mt
Skoda,Monte Carlo,Monte Carlo 1.6 Mpi Mt,5,Petrol,12.0,Skoda Monte Carlo Monte Carlo 1.6 Mpi Mt
Mahindra,Xuv500,G At,7,Petrol,6.7,Mahindra Xuv500 G At
Mahindra,Xuv500,W7,7,Diesel,16.0,Mahindra Xuv500 W7
Mahindra,Xuv500,W7 At,7,Diesel,16.0,Mahindra Xuv500 W7 At
Mahindra,Xuv500,W9,7,Diesel,16.0,Mahindra Xuv500 W9
Mahindra,Xuv500,W9 At,7,Diesel,16.0,Mahindra Xuv500 W9 At
Mahindra,Xuv500,W11,7,Diesel,16.0,Mahindra Xuv500 W11
Mahindra,Xuv500,W11 At,7,Diesel,16.0,Mahindra Xuv500 W11 At
Mahindra,Xuv500,W11 (O),7,Diesel,16.0,Mahindra Xuv500 W11 (O)
Mahindra,Xuv500,W11 (O) At,7,Diesel,16.0,Mahindra Xuv500 W11 (O) At
Mahindra,Xuv500,W11 (O) Awd,7,Diesel,16.0,Mahindra Xuv500 W11 (O) Awd
Mahindra,Xuv500,W11 (O) Awd At,7,Diesel,16.0,Mahindra Xuv500 W11 (O) Awd At
Mahindra,Xuv500,W3,7,Diesel,16.0,Mahindra Xuv500 W3
Mahindra,E Verito,D4,5,Electric,110.0,Mahindra E Verito D4
Mahindra,E Verito,D2,5,Electric,110.0,Mahindra E Verito D2
Mahindra,E Verito,D6,5,Electric,110.0,Mahindra E Verito D6
Tata,Hexa,Xm Plus 4X2,7,Diesel,14.0,Tata Hexa Xm Plus 4X2
Tata,Hexa,Xt 4X4,6,Diesel,14.0,Tata Hexa Xt 4X4
Tata,Hexa,Xta 4X2,6,Diesel,14.0,Tata Hexa Xta 4X2
Tata,Hexa,Xt 4X2,6,Diesel,14.0,Tata Hexa Xt 4X2
Tata,Hexa,Xe 4X2,7,Diesel,14.0,Tata Hexa Xe 4X2
Tata,Hexa,Xm 4X2,7,Diesel,14.0,Tata Hexa Xm 4X2
Tata,Hexa,Xma 4X2,7,Diesel,14.0,Tata Hexa Xma 4X2
Toyota,Innova Crysta,2.4 Gx 7 Str,7,Diesel,12.0,Toyota Innova Crysta 2.4 Gx 7 Str
Toyota,Innova Crysta,2.4 Vx 7 Str,7,Diesel,12.0,Toyota Innova Crysta 2.4 Vx 7 Str
Toyota,Innova Crysta,2.4 Gx 8 Str,8,Diesel,12.0,Toyota Innova Crysta 2.4 Gx 8 Str
Toyota,Innova Crysta,2.4 Vx 8 Str,8,Diesel,12.0,Toyota Innova Crysta 2.4 Vx 8 Str
Toyota,Innova Crysta,2.4 Zx 7 Str,7,Diesel,12.0,Toyota Innova Crysta 2.4 Zx 7 Str
Toyota,Innova Crysta,2.7 Gx At 8 Str,8,Petrol,11.2,Toyota Innova Crysta 2.7 Gx At 8 Str
Toyota,Innova Crysta,2.7 Gx At 7 Str,7,Petrol,11.2,Toyota Innova Crysta 2.7 Gx At 7 Str
Toyota,Innova Crysta,2.7 Zx At 7 Str,7,Petrol,11.2,Toyota Innova Crysta 2.7 Zx At 7 Str
Toyota,Innova Crysta,2.7 Vx 7 Str,7,Petrol,11.2,Toyota Innova Crysta 2.7 Vx 7 Str
Toyota,Innova Crysta,2.7 Gx Mt 7 Str,7,Petrol,11.2,Toyota Innova Crysta 2.7 Gx Mt 7 Str
Toyota,Innova Crysta,2.7 Gx Mt 8 Str,8,Petrol,11.2,Toyota Innova Crysta 2.7 Gx Mt 8 Str
Toyota,Innova Crysta,Touring Sport 2.4 Vx 7 Str,7,Diesel,12.0,Toyota Innova Crysta Touring Sport 2.4 Vx 7 Str
Toyota,Innova Crysta,Touring Sport 2.7 Vx 7 Str,7,Petrol,11.2,Toyota Innova Crysta Touring Sport 2.7 Vx 7 Str
Toyota,Innova Crysta,Touring Sport 2.7 Zx At 7 Str,7,Petrol,11.2,Toyota Innova Crysta Touring Sport 2.7 Zx At 7 Str
Toyota,Innova Crysta,2.4 G Plus 7 Str,7,Diesel,12.0,Toyota Innova Crysta 2.4 G Plus 7 Str
Toyota,Innova Crysta,2.4 G Plus 8 Str,8,Diesel,12.0,Toyota Innova Crysta 2.4 G Plus 8 Str
Jeep,Compass,1.4 Limited At,5,Petrol,6.7,Jeep Compass 1.4 Limited At
Jeep,Compass,1.4 Sport,5,Petrol,6.7,Jeep Compass 1.4 Sport
Jeep,Compass,1.4 Limited (O) At,5,Petrol,6.7,Jeep Compass 1.4 Limited (O) At
Jeep,Compass,2.0 Sport,5,Diesel,6.7,Jeep Compass 2.0 Sport
Jeep,Compass,2.0 Longitude,5,Diesel,6.7,Jeep Compass 2.0 Longitude
Jeep,Compass,2.0 Longitude (O),5,Diesel,6.7,Jeep Compass 2.0 Longitude (O)
Jeep,Compass,2.0 Limited,5,Diesel,6.7,Jeep Compass 2.0 Limited
Jeep,Compass,2.0 Limited (O),5,Diesel,6.7,Jeep Compass 2.0 Limited (O)
Jeep,Compass,2.0 Limited 4X4,5,Diesel,6.7,Jeep Compass 2.0 Limited 4X4
Jeep,Compass,2.0 Limited (O) 4X4,5,Diesel,6.7,Jeep Compass 2.0 Limited (O) 4X4
Jeep,Compass,1.4 Limited Plus At Petrol,5,Petrol,6.7,Jeep Compass 1.4 Limited Plus At Petrol
Jeep,Compass,2.0 Limited Plus 4X2 Diesel,5,Diesel,6.7,Jeep Compass 2.0 Limited Plus 4X2 Diesel
Jeep,Compass,2.0 Limited Plus 4X4 Diesel,5,Diesel,6.7,Jeep Compass 2.0 Limited Plus 4X4 Diesel
Jeep,Compass,2.0 Sport Plus,5,Diesel,6.7,Jeep Compass 2.0 Sport Plus
Jeep,Compass,1.4 Sport Plus,5,Petrol,6.7,Jeep Compass 1.4 Sport Plus
Jeep,Compass,1.4 Longitude (O) At,5,Petrol,6.7,Jeep Compass 1.4 Longitude (O) At
Jeep,Compass,1.4 Limited (O) At Petrol Black Pack,5,Petrol,6.7,Jeep Compass 1.4 Limited (O) At Petrol Black Pack
Jeep,Compass,2.0 Limited (O) Black Pack,5,Diesel,6.7,Jeep Compass 2.0 Limited (O) Black Pack
Jeep,Compass,2.0 Limited (O) 4X4 Black Pack,5,Diesel,6.7,Jeep Compass 2.0 Limited (O) 4X4 Black Pack
Jeep,Compass,2.0 Limited Plus 4X4 At,5,Diesel,6.7,Jeep Compass 2.0 Limited Plus 4X4 At
Jeep,Compass,2.0 Longitude 4X4 At,5,Diesel,6.7,Jeep Compass 2.0 Longitude 4X4 At
Toyota,Corolla Altis,G Petrol,5,Petrol,9.5,Toyota Corolla Altis G Petrol
Toyota,Corolla Altis,G At Petrol,5,Petrol,9.5,Toyota Corolla Altis G At Petrol
Toyota,Corolla Altis,Gl Petrol,5,Petrol,9.5,Toyota Corolla Altis Gl Petrol
Toyota,Corolla Altis,Gl Diesel,5,Diesel,18.2,Toyota Corolla Altis Gl Diesel
Toyota,Corolla Altis,G Diesel,5,Diesel,18.4,Toyota Corolla Altis G Diesel
Toyota,Corolla Altis,Vl At Petrol,5,Petrol,9.5,Toyota Corolla Altis Vl At Petrol
Honda,Civic,1.8 V Cvt,5,Petrol,6.7,Honda Civic 1.8 V Cvt
Honda,Civic,1.8 Vx Cvt,5,Petrol,6.7,Honda Civic 1.8 Vx Cvt
Honda,Civic,1.8 Zx Cvt,5,Petrol,6.7,Honda Civic 1.8 Zx Cvt
Honda,Civic,1.6 Vx Mt,5,Diesel,6.7,Honda Civic 1.6 Vx Mt
Honda,Civic,1.6 Zx Mt,5,Diesel,6.7,Honda Civic 1.6 Zx Mt
Mg,Zs Ev,Excite,5,Electric,6.7,Mg Zs Ev Excite
Mg,Zs Ev,Exclusive,5,Electric,6.7,Mg Zs Ev Exclusive
Kia,Carnival,Premium 7 Str,7,Diesel,6.7,Kia Carnival Premium 7 Str
Kia,Carnival,Premium 8 Str,7,Diesel,6.7,Kia Carnival Premium 8 Str
Kia,Carnival,Prestige 7 Str,7,Diesel,6.7,Kia Carnival Prestige 7 Str
Kia,Carnival,Prestige 9 (6+3) Str,7,Diesel,6.7,Kia Carnival Prestige 9 (6+3) Str
Kia,Carnival,Limousine 7 Str,7,Diesel,6.7,Kia Carnival Limousine 7 Str
Skoda,Superb,Style 1.8 Tsi Mt,5,Petrol,10.6,Skoda Superb Style 1.8 Tsi Mt
Skoda,Superb,Style 1.8 Tsi At,5,Petrol,10.1,Skoda Superb Style 1.8 Tsi At
Skoda,Superb,L & K 1.8 Tsi At,5,Petrol,11.0,Skoda Superb L & K 1.8 Tsi At
Skoda,Superb,L & K 2.0 Tdi At,5,Diesel,15.1,Skoda Superb L & K 2.0 Tdi At
Skoda,Superb,Style 2.0 Tdi At,5,Diesel,15.1,Skoda Superb Style 2.0 Tdi At
Skoda,Superb,Corporate Edition 1.8 Tsi At,5,Petrol,10.1,Skoda Superb Corporate Edition 1.8 Tsi At
Skoda,Superb,Corporate Edition 2.0 Tdi At,5,Diesel,15.1,Skoda Superb Corporate Edition 2.0 Tdi At
Volvo,V40,Kinetic,5,Diesel,16.0,Volvo V40 Kinetic
Volvo,V40,R Design,5,Diesel,16.0,Volvo V40 R Design
Toyota,Fortuner,2.8 4X2 At,7,Diesel,12.55,Toyota Fortuner 2.8 4X2 At
Toyota,Fortuner,2.8 4X2 Mt,7,Diesel,12.0,Toyota Fortuner 2.8 4X2 Mt
Toyota,Fortuner,2.8 4X4 Mt,7,Diesel,12.0,Toyota Fortuner 2.8 4X4 Mt
Toyota,Fortuner,2.8 4X4 At,7,Diesel,12.0,Toyota Fortuner 2.8 4X4 At
Toyota,Fortuner,2.7 4X2 At,7,Petrol,7.8,Toyota Fortuner 2.7 4X2 At
Toyota,Fortuner,2.7 4X2 Mt,7,Petrol,7.8,Toyota Fortuner 2.7 4X2 Mt
Toyota,Fortuner,Trd Celebratory Edition,7,Diesel,12.55,Toyota Fortuner Trd Celebratory Edition
Ford,Endeavour,3.2L 4X4 At Titanium Plus,7,Diesel,7.7,Ford Endeavour 3.2L 4X4 At Titanium Plus
Ford,Endeavour,2.2L 4X2 At Titanium Plus,7,Diesel,9.3,Ford Endeavour 2.2L 4X2 At Titanium Plus
Ford,Endeavour,2.2L 4X2 Mt Titanium,7,Diesel,9.3,Ford Endeavour 2.2L 4X2 Mt Titanium
Mini,Cooper 3 Door,Cooper D,4,Diesel,6.7,Mini Cooper 3 Door Cooper D
Mini,Cooper 3 Door,Cooper S,5,Petrol,6.7,Mini Cooper 3 Door Cooper S
Skoda,Kodiaq Scout,2.0 Tdi At,7,Diesel,6.7,Skoda Kodiaq Scout 2.0 Tdi At
Bmw,X1,Sdrive20D Expedition,5,Diesel,18.0,Bmw X1 Sdrive20D Expedition
Bmw,X1,Sdrive20D Xline,5,Diesel,18.0,Bmw X1 Sdrive20D Xline
Bmw,X1,Xdrive20D M Sport,5,Diesel,18.0,Bmw X1 Xdrive20D M Sport
Bmw,X1,Sdrive20D M Sport,5,Diesel,6.7,Bmw X1 Sdrive20D M Sport
Bmw,X1,Sdrive20I Xline,5,Petrol,15.71,Bmw X1 Sdrive20I Xline
Volvo,S60,Polestar,5,Petrol,13.2,Volvo S60 Polestar
Volvo,S60,Momentum,5,Diesel,6.7,Volvo S60 Momentum
Bmw,3-Series,320D Sport,5,Diesel,6.7,Bmw 3-Series 320D Sport
Bmw,3-Series,320D Luxury Line,5,Diesel,6.7,Bmw 3-Series 320D Luxury Line
Bmw,3-Series,330I M Sport,5,Petrol,6.7,Bmw 3-Series 330I M Sport
Volvo,S60 Cross Country,D4,4,Diesel,15.6,Volvo S60 Cross Country D4
Audi,Q5,35 Tdi Premium Plus,5,Diesel,12.0,Audi Q5 35 Tdi Premium Plus
Audi,Q5,35 Tdi Technology,5,Diesel,12.0,Audi Q5 35 Tdi Technology
Audi,Q5,45 Tfsi Premium Plus,5,Petrol,6.7,Audi Q5 45 Tfsi Premium Plus
Audi,Q5,45 Tfsi Technology,5,Petrol,6.7,Audi Q5 45 Tfsi Technology
Land Rover Rover,Range Evoque,S,5,Diesel,6.7,Land Rover Rover Range Evoque S
Land Rover Rover,Range Evoque,Se R-Dynamic,5,Diesel,6.7,Land Rover Rover Range Evoque Se R-Dynamic
Land Rover Rover,Range Evoque,S Petrol,5,Petrol,6.7,Land Rover Rover Range Evoque S Petrol
Land Rover Rover,Range Evoque,Se R-Dynamic Petrol,5,Petrol,6.7,Land Rover Rover Range Evoque Se R-Dynamic Petrol
,Mercedes-Benz E-Class,E200,5,Petrol,8.5,Mercedes-Benz E-Class E200
,Mercedes-Benz E-Class,E350 D,5,Diesel,7.45,Mercedes-Benz E-Class E350 D
,Mercedes-Benz E-Class,E220D,5,Diesel,6.7,Mercedes-Benz E-Class E220D
,Mercedes-Benz E-Class,E 63 S Amg,4,Petrol,4.5,Mercedes-Benz E-Class E 63 S Amg
,Mercedes-Benz E-Class,E200 Expression,5,Petrol,8.5,Mercedes-Benz E-Class E200 Expression
,Mercedes-Benz E-Class,E200 Exclusive,5,Petrol,8.5,Mercedes-Benz E-Class E200 Exclusive
,Mercedes-Benz E-Class,E220D Expression,5,Diesel,6.7,Mercedes-Benz E-Class E220D Expression
,Mercedes-Benz E-Class,E220D Exclusive,5,Diesel,6.7,Mercedes-Benz E-Class E220D Exclusive
Volvo,Xc60,Inscription D5,5,Diesel,11.7,Volvo Xc60 Inscription D5
Bmw,X4,Xdrive20D M Sport X,5,Diesel,6.7,Bmw X4 Xdrive20D M Sport X
Bmw,X4,Xdrive30D M Sport X,5,Diesel,6.7,Bmw X4 Xdrive30D M Sport X
Bmw,X4,Xdrive30I M Sport X,5,Petrol,6.7,Bmw X4 Xdrive30I M Sport X
Jeep,Wrangler,Unlimited,5,Petrol,17.5,Jeep Wrangler Unlimited
,Mercedes-Benz C-Class Cabriolet,C300,4,Petrol,6.7,Mercedes-Benz C-Class Cabriolet C300
Bmw,Z4 Roadster,Sdrive 20I,2,Petrol,6.7,Bmw Z4 Roadster Sdrive 20I
Bmw,Z4 Roadster,M 40I,2,Petrol,6.7,Bmw Z4 Roadster M 40I
,Mercedes-Benz V-Class,Expression Elwb,7,Diesel,6.7,Mercedes-Benz V-Class Expression Elwb
,Mercedes-Benz V-Class,Exclusive Lwb,6,Diesel,6.7,Mercedes-Benz V-Class Exclusive Lwb
,Mercedes-Benz V-Class,Elite,6,Diesel,6.7,Mercedes-Benz V-Class Elite
Audi,Q7,45 Tdi Premium Plus,7,Diesel,9.3,Audi Q7 45 Tdi Premium Plus
Audi,Q7,45 Tdi Technology Pack,7,Diesel,9.3,Audi Q7 45 Tdi Technology Pack
Audi,Q7,40 Tfsi Quattro Premium Plus,7,Petrol,6.7,Audi Q7 40 Tfsi Quattro Premium Plus
Audi,Q7,40 Tfsi Quattro Technology Pack,7,Petrol,6.7,Audi Q7 40 Tfsi Quattro Technology Pack
Audi,Q7,45 Tdi Black Styling,7,Diesel,9.3,Audi Q7 45 Tdi Black Styling
Audi,Q7,40 Tfsi Quattro Black Styling,7,Petrol,6.7,Audi Q7 40 Tfsi Quattro Black Styling
Land Rover Rover,Range Evoque Convertible,2.0 Hse Dynamic,4,Petrol,15.68,Land Rover Rover Range Evoque Convertible 2.0 Hse Dynamic
Land Rover Rover,Range Velar,2.0 Diesel R-Dynamic S,5,Diesel,15.68,Land Rover Rover Range Velar 2.0 Diesel R-Dynamic S
Land Rover Rover,Range Velar,2.0 Petrol R-Dynamic S,5,Petrol,12.63,Land Rover Rover Range Velar 2.0 Petrol R-Dynamic S
,Mercedes-Benz E-Class All Terrain,E 220D,5,Diesel,6.7,Mercedes-Benz E-Class All Terrain E 220D
Volvo,Xc90,D5 Inscription,7,Diesel,13.2,Volvo Xc90 D5 Inscription
Volvo,Xc90,D5 Momentum,7,Diesel,13.2,Volvo Xc90 D5 Momentum
Volvo,Xc90,T8 Excellence,4,Hybrid,5.0,Volvo Xc90 T8 Excellence
Volvo,Xc90,T8 Inscription,7,Hybrid,6.7,Volvo Xc90 T8 Inscription
Volvo,Xc90,D5 R-Design,7,Diesel,13.2,Volvo Xc90 D5 R-Design
Land Rover Rover,Range Sport,5.0L V8 Svr Petrol,5,Petrol,6.7,Land Rover Rover Range Sport 5.0L V8 Svr Petrol
Land Rover Rover,Range Sport,2.0L S Petrol,7,Petrol,6.7,Land Rover Rover Range Sport 2.0L S Petrol
Land Rover Rover,Range Sport,2.0L Se Petrol,7,Petrol,6.7,Land Rover Rover Range Sport 2.0L Se Petrol
Land Rover Rover,Range Sport,3.0L V6 Se Petrol,7,Petrol,6.7,Land Rover Rover Range Sport 3.0L V6 Se Petrol
Land Rover Rover,Range Sport,2.0L Hse Petrol,7,Petrol,6.7,Land Rover Rover Range Sport 2.0L Hse Petrol
Land Rover Rover,Range Sport,3.0L V6 Hse Petrol,7,Petrol,6.7,Land Rover Rover Range Sport 3.0L V6 Hse Petrol
Land Rover Rover,Range Sport,5.0L V8 Autobiography Dynamic Petrol,5,Petrol,6.7,Land Rover Rover Range Sport 5.0L V8 Autobiography Dynamic Petrol
Land Rover Rover,Range Sport,3.0L Tdv6 S Diesel,5,Diesel,6.7,Land Rover Rover Range Sport 3.0L Tdv6 S Diesel
Land Rover Rover,Range Sport,3.0L Tdv6 Se Diesel,5,Diesel,6.7,Land Rover Rover Range Sport 3.0L Tdv6 Se Diesel
Land Rover Rover,Range Sport,4.4L Sdv8 Hse Diesel,7,Diesel,5.9,Land Rover Rover Range Sport 4.4L Sdv8 Hse Diesel
Jaguar,Xj,3.0L,5,Diesel,9.5,Jaguar Xj 3.0L
Jaguar,Xj,3.0L Portfolio,5,Diesel,9.5,Jaguar Xj 3.0L Portfolio
Jaguar,Xj,50,5,Diesel,9.5,Jaguar Xj 50
Porsche,Cayenne,E-Hybrid,5,Hybrid,6.7,Porsche Cayenne E-Hybrid
Porsche,Cayenne,Turbo,5,Petrol,6.7,Porsche Cayenne Turbo
Porsche,Cayenne,Base,5,Petrol,6.7,Porsche Cayenne Base
Maserati,Ghibli,Diesel,5,Diesel,6.7,Maserati Ghibli Diesel
Maserati,Ghibli,Gransport,5,Diesel,6.7,Maserati Ghibli Gransport
Maserati,Ghibli,Granlusso,5,Diesel,6.7,Maserati Ghibli Granlusso
Toyota,Land Cruiser,Vx,7,Diesel,5.3,Toyota Land Cruiser Vx
Audi,Rs7,Sportback,4,Petrol,5.6,Audi Rs7 Sportback
Land Rover Rover,Range,5.0L V8 Autobiography Petrol,7,Petrol,4.4,Land Rover Rover Range 5.0L V8 Autobiography Petrol
Land Rover Rover,Range,5.0L V8 Svautobiography Dynamic Petrol,5,Petrol,4.4,Land Rover Rover Range 5.0L V8 Svautobiography Dynamic Petrol
Land Rover Rover,Range,3.0L V6 Vogue Lwb Petrol,7,Petrol,8.1,Land Rover Rover Range 3.0L V6 Vogue Lwb Petrol
Land Rover Rover,Range,5.0L V8 Svautobiography Lwb Petrol,5,Petrol,8.0,Land Rover Rover Range 5.0L V8 Svautobiography Lwb Petrol
Land Rover Rover,Range,3.0L Tdv6 Vogue Diesel,5,Diesel,6.7,Land Rover Rover Range 3.0L Tdv6 Vogue Diesel
